Date received,Product,Sub-product,Issue,Sub-issue,Consumer complaint narrative,Company public response,Company,State,ZIP code,Tags,Consumer consent provided?,Submitted via,Date sent to company,Company response to consumer,Timely response?,Consumer disputed?,Complaint ID
8/7/2018,Credit card or prepaid card,General-purpose prepaid card,Problem getting a card or closing an account,Trouble getting a working replacement card,"My problem is about XXXX  gift card with XXXX dollars stored in which is a "" gift ''. I lost it and called the company to request a replacement card. 
I called them on XX/XX/XXXX at XXXX XXXX  to request a replacement card. The customer service representative got my personel information, did security check and told me that my card will be sent in 5-10 business days. 
So I waited for three weeks and called them again and this time the customer service representative recommended me to wait a little bit longer. 
After waiting ten days I called again and this time the customer service representative told me that there is no record about my replacement request and told she will be creating it. She wanted activation receipt and address proof. 
And I sent the activation receipt and address proof with an e-mail and nobady answered it. 
Then I called again and another customer representative told me that they didn't get the e-mail. 
So I sent it again ( the same e-mail to the same e-mail address ) Then I got an answer that they also need the purchase receipt even though I have the activation receipt. 
So I reached my friend which has XXXX kids and have no time and asked her to find the receipt for me with shame. She couldn't find it. 
I know that keeping the activation receipts is important for such problems so I kept it and provided it to company but they still don't answer my e-mails and not replacing my card. It has been 4 months since I lost the card. 
I think they are trying to make me get tired of requesting replacement card. So it is kind of a fraud activity.",,INCOMM HOLDINGS INC.,CA,951XX,,Consent provided,Web,8/9/2018,Closed with explanation,Yes,,2984653
2/2/2016,Student loan,Non-federal student loan,Can't repay my loan,Can't decrease my monthly payments,"I went to XXXX University in XXXX, Maryland for 5 years. My loans were through XXXX XXXX which is now Navient. I have around XXXX in loans. I have tried to make my payments on time and in full but I can not. The operators when I call have no solutions or knowledge, and can not help me, yet they hound me constantly to make a payment. Navient loans is contentiously calling me and harassing me to make a payment. I 've tried to work with them to get my payments lowered and they said they can do nothing for me. My co-signers are in debt as well but make more money than I do. I make only XXXX a year, and I 'm about to have a baby. But Navient continuously calls and says that I need to make my payments before I go into default. I have told them about my situation and they have no solutions for me. I can not afford almost half of my paycheck to go to my Student Loans. It 's ridiculous that I can not have my payments lowered to work with my financial situation.",,"Navient Solutions, LLC.",MD,218XX,,Consent provided,Web,2/2/2016,Closed with explanation,Yes,Yes,1770148
2/12/2015,Credit card,,Advertising and marketing,,,,JPMORGAN CHASE & CO.,TX,75033,,,Web,2/19/2015,Closed with explanation,Yes,No,1237649
5/19/2016,Bank account or service,Checking account,"Account opening, closing, or management",,,,JPMORGAN CHASE & CO.,TX,77057,,,Phone,5/19/2016,Closed with explanation,Yes,Yes,1933856
4/14/2015,Credit reporting,,Incorrect information on credit report,Account status,"I have disputed this issue at least XXXX times. I have a closed XXXX account, that is appearing STILL on my Equifax account. It was opened in XX/XX/XXXX and reported to Equifax in XX/XX/XXXX. It is still on my account. XXXX ( XXXX ) does n't even have me in their system under my SSN. How do you prove a negative? I ca n't get a letter from XXXX as they have to generate it, Catch-XXXX, from an account to send to Equifax. It has a {$0.00} balance, but this is a classic example that the dispute process with credit bureaus is a joke. 

I will, for the XXXX time, write letters to XXXX and to Equifax. Why am I not considered innocent until proven guilty when it comes to credit bureaus? Why are they considered above the law?",,"EQUIFAX, INC.",CO,803XX,,Consent provided,Web,4/14/2015,Closed with explanation,Yes,No,1328652
12/11/2012,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",,,,OCWEN LOAN SERVICING LLC,CA,958XX,,,Web,12/11/2012,Closed with explanation,Yes,No,206697
1/5/2017,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,"XXXXloancare purchased my account from stongate mortgage. My payment was XXXX with taxes, interest, and principal. Insurance is paid in full and not inside the payment, as per the closing Docs. Upon purchasing my loan. loancare autodebited the right payment, and then then immediately raised the payment to XXXX the escrow being taken out was XXXX every month. The total expenditures from that escrow account are XXXX per YEAR. I applied for a another mortgage on a different piece of property and put my current obligations as a XXXX mortgage payment. when they asked for proof and I went into my loancare I realized that they had been debiting my account and extra XXXX for a couple of months now. I reached out to them numerous times to fix this, and even helped trace the error. Numerous times I was told that they would fix within 48 hours and drop the payment down to normal. Its been 3 weeks and nothing. When I requested an email or something in writing to show the bank that Loancare was in fact in error and they will fix it, so they do not think I lied on my mortgage application, they refused. I have a {$10000.00} deposit at risk, and I will probably lose my approval because it looks like I lied to this bank. The last person I spoke to was XXXX XXXX ID XXXX who refused to allow me to speak to a supervisor and refused to let email me anything to explain the situation to the bank I was applying for a mortgage with. That 's a big loss for a family to take because of an accounting error on their part.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,"LoanCare, LLC",FL,,,Consent provided,Web,1/5/2017,Closed with explanation,Yes,No,2277290
4/25/2016,Consumer Loan,Installment loan,Taking out the loan or lease,,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,SECURITY FINANCE CORP,TX,770XX,Older American,Other,Web,6/11/2016,Closed with explanation,Yes,No,1894859
5/16/2016,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",,,,"CARRINGTON MORTGAGE SERVICES, LLC",NY,14456,,Other,Web,5/19/2016,Closed with explanation,Yes,Yes,1926465
3/21/2016,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,Selene Finance LP,RI,,,Other,Web,3/21/2016,Closed with explanation,Yes,No,1842570
2/18/2016,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,"Fay Servicing, LLC",FL,33327,Older American,,Referral,2/23/2016,Closed with explanation,Yes,Yes,1793601
4/21/2012,Student loan,Non-federal student loan,Repaying your loan,,,,KEYCORP,TX,75231,,,Web,4/24/2012,Closed with relief,Yes,No,62766
9/12/2016,Credit reporting,,Incorrect information on credit report,Information is not mine,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",SC,29073,Servicemember,,Phone,9/12/2016,Closed with non-monetary relief,Yes,No,2106831
2/19/2019,Credit card or prepaid card,Store credit card,Problem with a purchase shown on your statement,Credit card company isn't resolving a dispute about a purchase on your statement,"On XX/XX/XXXX of XXXX, I went to a clothing store called XXXX in XXXX, Minnesota. As the cashier was scanning my clothes, she asked if I would like to save 15 percent on my purchase for the day. I said sure. My purchase was about {$40.00}, something between 40 and 41. With the discount, the price was between {$35.00} and {$36.00}. 
Heres where the issue came up. The cashier rang up my clothes as the {$40.00} price and the discount was not applied. To avoid any future issues, I asked to pay off the full amount immediately after my purchase. What ended up happening was she only paid off {$35.00} of the {$40.00} because she did not notice the discount was not applied. 
So about five dollars was left on the card for several months and the balance build up on the 29 percent annual interest. I had no idea of the balance until I finally got a letter in the mail from XXXX XXXX saying that I had owed {$71.00}. 
A few days later I went into XXXX to resolve the issue. They told me to call XXXX XXXX which is who the card is issued through. I believe this bank is located in Delaware. 
I call and tell them the situation. They tell me that they can not just clear the {$71.00}, some of it has to be paid. So I get them to lower the balance to {$17.00} which seemed a lot better than {$71.00}. The XXXX manager reimbursed me the {$17.00} so everything was cool after that. 
Then I looked at my Fico Score on XXXX XXXX which I do every month. It had dropped from XXXX in XX/XX/XXXX all the way down to XXXX in XXXX of XXXX which i when I found out about this. 
Since then, I have gotten my score back up to XXXX. 
These are the only missed payments I have ever had. 
I recently talked with a banker at XXXX XXXX and he said I should 100 percent dispute this problem.",,Alliance Data Card Services,MN,551XX,,Consent provided,Web,2/19/2019,Closed with non-monetary relief,Yes,,3155792
3/10/2019,"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Account information incorrect,,,"EQUIFAX, INC.",CO,802XX,,,Web,3/10/2019,Closed with non-monetary relief,Yes,,3174969
10/12/2012,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,"BANK OF AMERICA, NATIONAL ASSOCIATION",IA,50158,,,Phone,10/15/2012,Closed with explanation,Yes,No,171078
